メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備,グレード_fixed,排気量_fixed,車検_fixed,色_fixed,装備_fixed
メーカー,車種,年式,シフト,走行,型式,評価,価格(万円),更新年月 ▲,グレード,排気量,車検,色,装備,グレード,,,,排気量
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,42,MG30B,5 - すごくきれい,245 ～ 248,2025年02月,ベースグレード,3000,8.7,黒,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,61,MG30A,4 - きれい,169 ～ 172,2025年02月,Ｓ,3000,7.8,黒,AC SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,30,MLE30E,5 - すごくきれい,403 ～ 409,2025年02月,Ｓ,3000,8.12,パール,AC AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,48,MLE30D,5 - すごくきれい,342 ～ 347,2025年02月,グランスポーツ,3000,8.2,黒,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,63,MQP,4 - きれい,70 ～ 75,2025年02月,スポーツＧＴ,4200,8.8,白,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,71,MQP38A,4 - きれい,211 ～ 215,2025年02月,ＧＴ Ｓ,3800,7.12,シルバー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,41,MG30A,5 - すごくきれい,431 ～ 435,2025年02月,Ｓ グランスポーツ,3000,,白,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,78,MLE30E,5 - すごくきれい,279 ～ 282,2025年02月,Ｓ,3000,8.3,黒,AC AW 革,,,,,
マセラティ,ＭＣ２０チェロ オープン 2WD,2023,ＡＴ,6,MC30,5 - すごくきれい,2309 ～ 2312,2025年02月,ベースグレード,3000,8.10,,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,19,MG30C,5 - すごくきれい,493 ～ 495,2025年02月,グランスポーツ,3000,7.5,グレー,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,130,MG30B,4 - きれい,128 ～ 134,2025年02月,ベースグレード,3000,,黒,AC AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,51,MLE30D,5 - すごくきれい,297 ～ 301,2025年02月,グランスポーツ,3000,6.12,白,AC AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2016,ＡＴ,125,MQP30A,3 - 普通,67 ～ 69,2025年02月,Ｓ,3000,,黒,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2008,ＡＴ,102,MQP,3 - 普通,35 ～ 39,2025年02月,ベースグレード,4200,,グレー,AC AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,50,MQP,4 - きれい,51 ～ 57,2025年02月,ベースグレード,4200,7.10,青,AC NV TV SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,46,MLE30D,5 - すごくきれい,360 ～ 364,2025年02月,グランスポーツ,3000,8.6,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,50,MG30A,5 - すごくきれい,220 ～ 223,2025年02月,Ｓ,3000,7.7,白,AC AW 革,,,,,
マセラティ,クアトロポルテ 2WD,2018,ＡＴ,10,MQP30A,4 - きれい,400 ～ 402,2025年02月,,3000,,黒,AC,,,,,
マセラティ,クアトロポルテ 4D 2WD,2011,ＡＴ,30,MQPG,5 - すごくきれい,489 ～ 494,2025年02月,スポーツＧＴ Ｓ,4700,,グレー,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,101,MLE30A,4 - きれい,227 ～ 231,2025年02月,グランスポーツ,3000,8.11,白,AC AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,79,MLE30D,5 - すごくきれい,265 ～ 269,2025年02月,ベースグレード,3000,8.4,グレー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2016,ＡＴ,86,MLE30E,5 - すごくきれい,249 ～ 253,2025年02月,グレーＭ,3000,8.4,,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,181,MG30A,3 - 普通,83 ～ 88,2025年02月,Ｓ,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,22,MLE30E,5 - すごくきれい,453 ～ 456,2025年02月,Ｓグランスポーツ,3000,8.4,ベージュ,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,45,MQP,5 - すごくきれい,111 ～ 114,2025年02月,エグゼクティブＧＴ,4200,8.7,白,AC AW 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2013,ＡＴ,53,MGTS2,4 - きれい,328 ～ 331,2025年02月,スポーツ ＭＣシフト,4700,7.7,白,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,21,MG30A,5 - すごくきれい,247 ～ 249,2025年02月,Ｓ,3000,8.4,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2018,ＡＴ,64,MG30C,5 - すごくきれい,293 ～ 295,2025年02月,,3000,7.5,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,20,MG30B,5 - すごくきれい,187 ～ 192,2025年02月,ベースグレード,3000,,白,AC NV TV AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,77,MLE30A,5 - すごくきれい,251 ～ 255,2025年02月,ベースグレード,3000,8.7,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,36,MLE30E,5 - すごくきれい,308 ～ 312,2025年02月,Ｓグランスポーツ,3000,7.7,青,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,37,MG30A,5 - すごくきれい,228 ～ 233,2025年02月,Ｓ,3000,7.1,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,15,MLE30A,5 - すごくきれい,434 ～ 440,2025年02月,グランスポーツ,3000,7.10,黒,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,57,MG30B,4 - きれい,189 ～ 194,2025年02月,ベースグレード,3000,8.8,白,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ 2WD,2020,ＡＴ,17,MGTA1,5 - すごくきれい,778 ～ 781,2025年02月,,4700,7.7,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2019,ＡＴ,35,MLE30D,5 - すごくきれい,420 ～ 422,2025年02月,グランルッソ,3000,8.9,青,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,39,MLE30A,4 - きれい,318 ～ 322,2025年02月,グランスポーツ,3000,7.2,黒,AC NV TV AW SR,,,,,
マセラティ,クアトロポルテ 4D 2WD,2015,ＡＴ,103,MQP30A,4 - きれい,134 ～ 136,2025年02月,Ｓ,3000,8.4,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2010,ＡＴ,67,MQP,5 - すごくきれい,168 ～ 171,2025年02月,ベースグレード,4200,,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,43,MLE30D,5 - すごくきれい,292 ～ 296,2025年02月,ベースグレード,3000,8.7,白,AC AW 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2011,ＡＴ,23,MMCS,4 - きれい,632 ～ 637,2025年02月,ＭＣ ストラダーレ,4700,,白,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2023,ＡＴ,8,MLE30,5 - すごくきれい,785 ～ 790,2025年02月,モデナ,3000,8.5,黒,AC NV TV AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,26,MG30A,4 - きれい,257 ～ 262,2025年02月,Ｓ,3000,8.4,黒,AC AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,41,MG30B,5 - すごくきれい,263 ～ 267,2025年02月,ベースグレード,3000,8.3,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2011,ＡＴ,28,MGTS,5 - すごくきれい,261 ～ 266,2025年02月,Ｓ,4700,8.1,黒,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,77,MG30B,4 - きれい,153 ～ 158,2025年02月,ベースグレード,3000,,黒,AC AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,26,MLE30D,5 - すごくきれい,336 ～ 341,2025年02月,ベースグレード,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2016,ＡＴ,48,MGTA1,5 - すごくきれい,398 ～ 403,2025年02月,スポーツ ＭＣオートシフト,4700,,黒,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2018,ＡＴ,16,MLE38A,3 - 普通,609 ～ 612,2025年02月,トロフェオ,3800,7.10,グレー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 2WD,2019,ＡＴ,16,MG30A,5 - すごくきれい,535 ～ 537,2025年02月,,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2015,ＡＴ,69,MG30A,5 - すごくきれい,174 ～ 178,2025年02月,Ｓ,3000,,グレー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 4WD,2018,ＡＴ,74,MLE30,4 - きれい,255 ～ 258,2025年02月,,3000,,グレー,AC SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,45,MGTS,5 - すごくきれい,297 ～ 301,2025年02月,Ｓ,4700,,黒,AC AW,,,,,
マセラティ,ギブリ 4D 2WD,2018,ＡＴ,51,MG30C,5 - すごくきれい,269 ～ 272,2025年02月,ベースグレード,3000,,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2012,ＡＴ,105,MQPG,4 - きれい,217 ～ 221,2025年02月,スポーツＧＴ Ｓ アワードエディション,4700,,シルバー,AC NV TV AW SR,,,,,
マセラティ,ギブリ クーペ 2WD,1994,ＡＴ,53,MG,3 - 普通,98 ～ 101,2025年02月,ベースグレード,2800,9.4,グレー,AC AW 革,,,,,
マセラティ,グラントゥーリズモ 2WD,2014,ＡＴ,48,MGTA1,4 - きれい,349 ～ 352,2025年02月,,4700,7.1,シルバー,AC NV TV AW 革,,,,,
マセラティ,レヴァンテ 4WD,2022,ＡＴ,28,MLE20,4 - きれい,408 ～ 411,2025年02月,,2000,7.3,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,78,MGT,4 - きれい,253 ～ 259,2025年02月,ベースグレード,4200,7.5,黒,AC NV TV AW 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2007,ＡＴ,91,MQP,-1 - 修復歴あり,50 ～ 54,2025年02月,スポーツＧＴ,4200,,白,AC AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2017,ＡＴ,50,MQP30A,5 - すごくきれい,328 ～ 331,2025年02月,Ｓ グランスポーツ,3000,8.8,パール,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,68,MG30B,5 - すごくきれい,171 ～ 175,2025年02月,ベースグレード,3000,7.12,黒,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 4WD,2014,ＡＴ,37,MQP30AA,5 - すごくきれい,207 ～ 212,2025年02月,Ｓ Ｑ４,3000,7.9,ベージュ,AC NV TV AW SR 革,,,,,
マセラティ,クアトロポルテ 4D 2WD,2013,ＡＴ,44,MQP38A,4 - きれい,183 ～ 186,2025年02月,ＧＴ Ｓ,3800,,シルバー,AC NV TV AW 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2013,ＡＴ,15,MGCS1,5 - すごくきれい,498 ～ 501,2025年02月,スポーツ,4700,7.5,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2021,ＡＴ,1,MG38,5 - すごくきれい,747 ～ 752,2025年02月,トロフェオ,3800,8.4,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 2WD,2021,ＡＴ,33,MG30,5 - すごくきれい,456 ～ 460,2025年02月,黒Ｍ,3000,,,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2017,ＡＴ,29,MLE30E,5 - すごくきれい,331 ～ 334,2025年02月,Ｓ,3000,8.6,黒,AC NV TV AW SR 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2008,ＡＴ,62,MGT,4 - きれい,196 ～ 201,2025年02月,ベースグレード,4200,7.7,シルバー,AC 革,,,,,
マセラティ,グラントゥーリズモ クーペ 2WD,2014,ＡＴ,40,MGTA1,5 - すごくきれい,408 ～ 413,2025年02月,スポーツ,4700,7.2,白,AC NV TV AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,75,MG30B,-1 - 修復歴あり,134 ～ 136,2025年02月,ベースグレード,3000,8.2,白,AC NV TV SR 革,,,,,
マセラティ,ＭＣ２０チェロ オープン 2WD,2023,ＡＴ,2,MC30,5 - すごくきれい,2280 ～ 2282,2025年01月,ベースグレード,3000,9.1,グレー,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2016,ＡＴ,53,MG30A,5 - すごくきれい,212 ～ 218,2025年01月,Ｓ,3000,7.2,白,AC AW SR,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,37,MG30A,5 - すごくきれい,244 ～ 246,2025年01月,Ｓ,3000,8.4,黒,AC AW SR,,,,,
マセラティ,レヴァンテ 5D 4WD,2023,ＡＴ,10,MLE20,5 - すごくきれい,589 ～ 592,2025年01月,,2000,8.11,白,AC NV TV AW SR 革,,,,,
マセラティ,ギブリ 4D 2WD,2020,ＡＴ,18,MG30C,5 - すごくきれい,359 ～ 363,2025年01月,ベースグレード,3000,,白,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2017,ＡＴ,33,MG30A,5 - すごくきれい,240 ～ 245,2025年01月,Ｓ,3000,8.10,白,AC AW 革,,,,,
マセラティ,ギブリ 4D 2WD,2014,ＡＴ,24,MG30B,4 - きれい,183 ～ 186,2025年01月,ベースグレード,3000,,白,AC NV TV AW SR 革,,,,,
マセラティ,グランカブリオ オープン 2WD,2016,ＡＴ,40,MGCS1,5 - すごくきれい,601 ～ 604,2025年01月,スポーツ,4700,7.7,白,AC NV TV AW SR 革,,,,,
マセラティ,レヴァンテ 4WD,2021,ＡＴ,77,MLE30,5 - すごくきれい,315 ～ 318,2025年01月,,3000,8.8,青,AC SR 革,,,,,
マセラティ,レヴァンテ 5D 4WD,2020,ＡＴ,35,MLE30E,5 - すごくきれい,494 ～ 497,2025年01月,Ｓグランスポーツ,3000,7.9,黒,AC NV TV AW SR,,,,,
